CN1721226	CAN总线	整车能量高
CN1857941	动力系统	排放有害
CN201151352	动力系统	汽车行驶安全性高
CN1486873	动力系统	切换平顺迅速
CN1420034	动力系统	缺点高
CN2587696	动力系统	缺点高
CN2774838	动力系统	燃料清洁
CN101428552	动力系统	燃油发动机长
CN101428553	动力系统	燃油发动机长
CN101428553	动力系统	使用成本低
CN101428552	动力系统	使用成本低
CN101237154	动力系统	使用寿命长
CN100999191	动力系统	寿命正常
CN1475378	动力系统	寿命正常
CN1486873	动力系统	速比调节范围大
CN1486873	动力系统	特性迅速
CN1785707	动力系统	效率高
CN1935552	动力系统	性舒适
CN1486873	动力系统	优点大
CN1486873	动力系统	油耗低
CN201208905	动力系统	油耗高
CN1935552	动力系统	噪声启动发动机低
CN1857941	动力系统	整车油耗少
CN1935552	动力系统	整车油耗少
CN1857941	动力系统	制造成本低
CN1911704	动力系统	制造成本低
CN1420034	动力系统	制造成本高
CN2587696	动力系统	制造成本高
CN200951714	动力系统	重量轻
CN1785707	动力系统	重量轻
CN1166416	动力系统	转速高电机特性辅助电机小
CN1915701	动力系统	总体高度少
CN1785707	动力系统	做体积小
CN201068092	动力装置	成本低
CN201068092	动力装置	电动车连续
CN1415497	动力装置	电机效率高
CN1526189	动力装置	电能必要
CN101056006	动力装置	电能必要
CN201068092	动力装置	动力弱
CN101028799	动力装置	发明成本低
CN1935551	动力装置	功率密度高
CN1701988	动力装置	结构简单
CN201183586	动力装置	结构简单
CN2690599	动力装置	结构简单
CN101342860	动力装置	解决现有摩托车动力性能差
CN1415497	动力装置	具有安全性高
CN201068092	动力装置	具有结构合理
CN1304557	动力装置	流大
CN1304557	动力装置	容积混合大
CN2661487	动力装置	使得整个装置体积小
CN1415497	动力装置	寿命长
CN1415497	动力装置	寿命受用
CN201068092	动力装置	速度慢
CN201183586	动力装置	维护成本高
CN201183586	动力装置	问题高
CN201179832	动力装置	效果有益
CN101028799	动力装置	效率高
CN201068092	动力装置	行驶距离短
CN201068092	动力装置	行驶距离连续
CN101317290	动力装置	性能大
CN1415497	动力装置	优点低
CN201068092	动力装置	运行成本高
CN1415497	动力装置	噪音低
CN2657969	动力总成	带来传动效率高
CN2657969	动力总成	动力性整车性能高
CN1408571	动力总成	混合动力汽车好
CN201033532	动力总成	混合动力汽车好
CN1919632	动力总成	混合动力汽车好
CN1919632	动力总成	结构紧凑
CN201033532	动力总成	结构紧凑
CN2761454	动力总成	具有结构紧凑
CN2761454	动力总成	可靠性强
CN201033532	动力总成	排放低
CN1919632	动力总成	排放低
CN1408571	动力总成	排放低
CN2764648	动力总成	排放低
CN2657969	动力总成	排放低
CN2657969	动力总成	切换平顺迅速
CN1843795	动力总成	使得结构紧凑
CN101323261	动力总成	使得整个动力总成结构简单
CN2657969	动力总成	速比调节范围大
CN2657969	动力总成	特性迅速
CN2652701	动力总成	一端好
CN2657969	动力总成	优点大
CN2761454	动力总成	优点强
CN2657969	动力总成	油耗低
CN2647637	动力总成	油耗少
CN2647638	动力总成	油耗少
CN101323261	动力总成	制造成本低
CN101323261	动力总成	重量轻
CN1808856	动轮毂	社会效益巨大
CN2286354	动轮毂	重量轻
CN101170182	端板	端板高
CN101362418	端盖	发明科学合理
CN101362418	端盖	轮毂高
CN101362418	端盖	使轮毂通风散热效果好
CN1166679	断电装置	结构简洁
CN1669199	断开	中性大
CN1185642	断路器	固定牢固
CN1049749	断路器	要求直流高速真空断路器动作快
CN1847080	堆叠结构	行驶时好
CN1319261	堆叠物	方法简单
CN1319261	堆叠物	燃料电池堆紧密
CN1127772	多彩涂料	缺陷差
CN1127772	多彩涂料	色泽柔和
CN1127772	多彩涂料	涂料性能差
CN1127772	多彩涂料	质感丰富
CN1127772	多彩涂料	贮藏稳定性好
CN101279850	多孔陶瓷	外形美观
CN201099299	儿童座椅	结构合理
CN201196362	二极管灯具	发光纯度高
CN201196362	二极管灯具	发光热量小
CN201196362	二极管灯具	具有寿命长
CN201196362	二极管灯具	抗震性能好
CN201196362	二极管灯具	响应时间快
CN201196362	二极管灯具	优点小
CN1037331	二硫化物	有良好性能低级
CN101232226	发电机	成本低
CN201163734	发电机	成本低
CN101292411	发电机	定子彻底
CN201163734	发电机	发电状态低速转动效率高
CN101232226	发电机	发电状态低速转动效率高
CN1649237	发电机	机械特性硬
CN101232226	发电机	结构简单
CN1649237	发电机	结构简单
CN201163734	发电机	结构简单
CN1677793	发电机	结构紧凑
CN1649237	发电机	具有良好硬
CN1592034	发电机	空间少
CN101292411	发电机	能力极大
CN1677793	发电机	频率低
CN200994073	发电机	气流风速强大
CN201128372	发电机	燃油少
CN101257225	发电机	燃油少
CN101254742	发电机	燃油少
CN201174601	发电机	燃油少
CN1677793	发电机	使用安装方便
CN1677793	发电机	输出功率大有效
CN1677793	发电机	数少
CN1639947	发电机	速度转速运行大
CN101237171	发电机	体积小
CN101237171	发电机	新型车用风力发电机结构简单
CN101232226	发电机	性强实用
CN201163734	发电机	性强实用
CN200994073	发电机	蓄电池单位高
CN1649237	发电机	制造成本低
CN201163734	发电机	重量轻
CN101232226	发电机	重量轻
CN1966298	发电机系统	具有结构简单
CN1966298	发电机系统	特点低
CN1966298	发电机系统	性能稳定安全
CN1966298	发电机系统	造价低
CN101108588	发电机组	车少
CN101033728	发电器	成速度快
CN101033728	发电器	密度大
CN101033728	发电器	能量强
CN101033728	发电器	旋风强
CN2730014	发电绕组	发电正常
CN2730014	发电绕组	是生产成本低
CN2730014	发电绕组	转速低
CN1466791	发电体	供气结构可靠
CN1466791	发电体	空气少
CN1770525	发电系统	成本低
CN101380905	发电系统	程度大
CN101380905	发电系统	发电能力高
CN1463474	发电系统	回收热
CN1770525	发电系统	具有结构简单
CN101051690	发电系统	具有系统简单
CN1645659	发电系统	可靠性高
CN101051690	发电系统	能耗低
CN1645659	发电系统	氢发生装置高
CN1729589	发电系统	确保整个发电系统结构紧凑
CN1463474	发电系统	时停止少
CN101219643	发电系统	途径新
CN1770525	发电系统	性能可靠
CN2650337	发电系统	蓄电池小
CN101219643	发电系统	应用势能新
CN101051690	发电系统	优点低
CN1770525	发电系统	优点可靠
CN1396705	发电系统	整个系统结构简单
CN2650337	发电系统	重量小
CN2449988	发电装置	成本低
CN1300678	发电装置	成本低
CN2347809	发电装置	动力性能好
CN1497758	发电装置	改质效率生成清洁
CN2449988	发电装置	结构简单
CN1300678	发电装置	结构简单
CN2347809	发电装置	结构简单
CN201018354	发电装置	结构紧凑
CN1666371	发电装置	排水量小
CN201018354	发电装置	汽车高
CN1497758	发电装置	氢安全
CN1484872	发电装置	水熔点氢氧化钠少
CN101029631	发电装置	效率高
CN1300678	发电装置	转换效率高
CN2449988	发电装置	转换效率高
CN101280722	发动机	车辆平衡性能高
CN1369958	发动机	磁铁强
CN1369957	发动机	磁铁强
CN1369951	发动机	磁芯强
CN1715616	发动机	存电供电不足
CN1986266	发动机	到安装方便
CN1439545	发动机	动力连续
CN1369958	发动机	动力输出高
CN1369957	发动机	动力输出高
CN1369951	发动机	动力输出高
CN1495059	发动机	发电量大
CN1495059	发动机	发电量少
CN1510260	发动机	发动机效率高
CN1369958	发动机	废气缺点有害
CN1369957	发动机	废气缺点有害
CN1369951	发动机	废气缺点有害
CN1382598	发动机	功效发动机大
CN2404739	发动机	故障少
CN1294439	发动机	故障少
CN1369957	发动机	极性相对强
CN1160819	发动机	节能效果好
CN1369951	发动机	结构简单
CN1369958	发动机	结构简单
CN1160819	发动机	结构简单
CN1369957	发动机	结构简单
CN1986266	发动机	结构紧凑
CN201202532	发动机	结构小巧
CN1587665	发动机	解决现有热机巨大
CN1439545	发动机	经济效率显著
CN101380988	发动机	具有结构合理
CN1587665	发动机	可靠性高
CN1319716	发动机	冷却水温度稳定
CN101117915	发动机	能耗低
CN1587665	发动机	能源巨大
CN1382901	发动机	能源清洁
CN1369958	发动机	能源少
CN1369951	发动机	能源少
CN1369957	发动机	能源少
CN1439545	发动机	排放少
CN1439545	发动机	排放性能好
CN1369958	发动机	排放有害
CN1369957	发动机	排放有害
CN1369951	发动机	排放有害
CN1382901	发动机	燃气混合动力汽车发动机结构合理
CN1439545	发动机	市场前景广阔
CN1986267	发动机	特点方便
CN1439545	发动机	提供整车平稳
CN1715616	发动机	问题不足
CN1382598	发动机	污染排放大
CN1382901	发动机	效率高
CN101117915	发动机	效益高
CN1382598	发动机	性能稳定方便
CN1587665	发动机	优点高
CN101380988	发动机	油耗少
CN101280722	发动机	运行噪音低
CN1382598	发动机	造价低廉
CN1294439	发动机	噪声低
CN2404739	发动机	噪声低
CN201202532	发动机	噪音低
CN201165193	发动机	整车燃油经济性能好
CN201165192	发动机	整车燃油经济性能好
CN201165193	发动机	整车重量少
CN201165192	发动机	整车重量少
CN1439545	发动机	整个系统构造简单
CN1632978	发动机控制方法	速度高
CN1749541	发动机系统	喷射阀充分
CN200964065	发动机性能	优点方便
CN1272523	发光材料	光亮大
CN1989787	发光器件	功函数阳极材料低
CN1409581	发光设备	发光元件少
CN101033474	发酵工艺	玉米秸秆高
CN1816271	发热件	使冷却机构紧凑
CN1304217	发射分集	接收机好
CN201154897	发生器	更换燃料简易
CN201201974	发生器	环境恶劣
CN201201974	发生器	气体排放有害
CN201154897	发生器	氢气纯度高
CN201154897	发生器	是结构装置简易
CN201201974	发生器	效率高
CN201201974	发生器	性能安全
CN201201974	发生器	性能好
CN201201974	发生器	运行正常
CN1438968	发生系统	能量转化装置理想
CN101289747	发生装置	气体排放有害
CN201201975	发生装置	气体排放有害
CN201201975	发生装置	效率高
CN101289747	发生装置	效率高
CN201201975	发生装置	性能安全
CN101289747	发生装置	性能安全
CN101289747	发生装置	性能好
CN201201975	发生装置	性能好
CN1222073	发组合物	产生显著
CN1986274	阀结构	工作可靠
CN1986274	阀结构	排水阀平稳
CN1986274	阀结构	重量少
CN1205067	阀门	操作方便
CN1205067	阀门	力小
CN101411006	阀门	形阀门构件凹
CN1507103	钒电池	高能静态钒电池结构简单
CN1507103	钒电池	能量高
CN1507103	钒电池	寿命长
CN1507103	钒电池	优点长
CN1507103	钒电池	重量轻
CN1231660	反应	路易士酸
CN1701037	反应器	传递效率高
CN1701037	反应器	金属基板加工容易
CN101345316	反应装置	结构合理
CN101345316	反应装置	装卸过程繁琐
CN101155749	返回载体	避免后勤效率低下
CN101155749	返回载体	物新鲜
CN1229176	范围阀	范围转换意外
CN1229176	范围阀	液压明显
CN101231203	方案	兼容性好
CN101231203	方案	结构简单
CN201084625	防盗插销	保证电动车安全
CN1129180	防盗能力	成本低
CN1129180	防盗能力	可靠性高
CN1251902	防盗系统	防盗能力完全
CN101357623	防盗装置	发明电动车电子防盗装置结构简单
CN201102523	防盗装置	防盗效果好
CN201102524	防盗装置	防盗装置安装牢固
CN101357623	防盗装置	识别电路简单
CN201102524	防盗装置	隐蔽性好
CN101357623	防盗装置	制造成本低廉
CN201128457	防护罩	防护罩安全
CN201128457	防护罩	装摩托车电动车安全
CN1231368	防水	具有防水性能好
CN1231368	防水	效果保温
CN1231368	防水	效果好
CN1231368	防水	优点好
CN200957868	防松机构	更换飞轮方便
CN200957868	防松机构	实用简单
CN200957868	防松机构	有效安全
CN1333521	防伪标识	凹凸花纹图案纺织品清晰
CN1177385	纺丝法	丝长
CN1062816	放大器	邻低
CN1304847	飞车	费用低廉
CN1304847	飞车	轨道结构简单
CN201220113	飞轮机构	维持马达正常
CN1134765	飞轮系统	真空高
CN201102599	飞碗	加工制作方便
CN201102599	飞碗	结构紧凑
CN1539705	飞行器	分子产物小
CN1539705	飞行器	燃烧性能好
CN1539705	飞行器	吸热反应速率高
CN101290985	非水溶剂	电池耐热
CN101290985	非水溶剂	可靠性优异
CN101307706	废气流	处理系统耐用
CN101307706	废气流	性耐用
CN1532082	废热	程度大
CN1532082	废热	利用收集废
CN1532082	废热	燃料高
CN1532082	废热	消耗比率大
CN1532082	废热	效果大
CN1532082	废热	在于收集引擎废
CN201077364	分断装置	安装好
CN201077364	分断装置	成本低廉
CN201077364	分断装置	结构简单
CN1080667	分解沉积	尺寸恒定
CN1080667	分解沉积	需特性重要
CN1080667	分解沉积	因素重要
CN1508438	分离机构	空间小
CN101069820	分离膜	法制膜原料来源丰富
CN101069820	分离膜	化膜杂
